Les Hôpitaux Universitaires de Genève HUG;G.2.7.F Nouveau­nés 1250-1499 g;*;*;*;16;*;*;*;15;Le chiffre correct du Nombre de cas est 20 et non 15
Les Hôpitaux Universitaires de Genève HUG;G.2.8.F Nouveau­nés 1500-2499 g;*;*;*;321;*;*;*;263;Le chiffre correct du Nombre de cas est 330 et non 263
Les Hôpitaux Universitaires de Genève HUG;G.2.9.F Nouveau­nés >2499 g ou sans indication de poids;*;*;*;3'619;*;*;*;3'864;Le chiffre correct du Nombre de cas est 3751 et non 3864
Les Hôpitaux Universitaires de Genève HUG;G.3 Ablation de l’utérus pour affections bénignes (hystérectomie); ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;G.3.1.M Hystérectomie pour affections bénignes, mortalité;0.4%;0.1%;2.4;277;0.0%;0.0%;0;264;
Les Hôpitaux Universitaires de Genève HUG;G.3.2.P Hystérectomies laparoscopiques/vaginales, sans plastie, pourcentage;80.4%;73.0%;*;213;84.8%;71.8%;*;217;
Les Hôpitaux Universitaires de Genève HUG;G.4 Cancer du sein; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;G.4.1.F Traitements hospitaliers en cas de cancer du sein;*;*;*;482;*;*;*;614;Calcul sur le périmètre des soins aigus : Nb cas 512
Les Hôpitaux Universitaires de Genève HUG;G.5 Interventions du sein; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;G.5.1.F Total des interventions du sein (résections et plasties mammaires);*;*;*;405;*;*;*;447;
Les Hôpitaux Universitaires de Genève HUG;G.5.2.F Résections mammaires en cas de cancer du sein;*;*;*;249;*;*;*;259;
Les Hôpitaux Universitaires de Genève HUG;G.5.3.P Résections partielles en cas de cancer du sein, pourcentage;77.5%;67.4%;*;193;78.8%;69.2%;*;204;
Les Hôpitaux Universitaires de Genève HUG;H Maladies des voies urinaires et des organes génitaux masculins; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;H.1 Ablation du rein (néphrectomie et néphrectomie partielle); ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;H.1.1.M Néphrectomie totale, mortalité;2.9%;2.4%;1.2;69;1.5%;1.6%;1;66;
Les Hôpitaux Universitaires de Genève HUG;H.1.2.P OP laparoscopique en cas de néphrectomie totale, pourcentage;17.4%;21.2%;*;12;24.2%;22.2%;*;16;
Les Hôpitaux Universitaires de Genève HUG;H.1.3.P Néphrectomie partielle, pourcentage;14.8%;25.8%;*;12;16.5%;24.4%;*;13;
Les Hôpitaux Universitaires de Genève HUG;H.1.3.M Néphrectomie partielle, mortalité;0.0%;0.2%;0;12;0.0%;0.0%;*;13;
Les Hôpitaux Universitaires de Genève HUG;H.1.4.P OP laparoscopique en cas de néphrectomie partielle, pourcentage;*;*;*;<10;*;*;*;<10;
Les Hôpitaux Universitaires de Genève HUG;H.2 Calculs rénaux; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;H.2.1.F DP calculs rénaux;*;*;*;251;*;*;*;298;Calcul sur le périmètre des soins aigus : Nb cas 295
Les Hôpitaux Universitaires de Genève HUG;H.2.2.P Intervention pour extraction des calculs en cas de DP calculs rénaux, pourcentage;63.7%;43.4%;*;160;57.4%;44.0%;*;171;
Les Hôpitaux Universitaires de Genève HUG;H.3 Opérations de la vessie; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;H.3.1.F DP tumeur maligne de la vessie;*;*;*;213;*;*;*;219;Calcul sur le périmètre des soins aigus : Nb cas 194
Les Hôpitaux Universitaires de Genève HUG;H.3.2.F Total des RTU de vessie;*;*;*;199;*;*;*;190;
Les Hôpitaux Universitaires de Genève HUG;H.3.3.F RTU de vessie en cas de tumeur maligne;*;*;*;153;*;*;*;145;
Les Hôpitaux Universitaires de Genève HUG;H.3.4.P RTU en cas de tumeur maligne avec instillation de médicaments chimiothérapeutiques dans la vessie, pourcentage;30.1%;4.0%;*;46;37.2%;6.6%;*;54;
Les Hôpitaux Universitaires de Genève HUG;H.3.5.M Ablation de la vessie (cystectomie), mortalité;0.0%;4.0%;0;20;5.3%;3.4%;1.6;19;
Les Hôpitaux Universitaires de Genève HUG;H.4 Résection prostatique transurétrale (TURP); ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;H.4.1.M RTU de prostate, mortalité;0.5%;0.3%;1.8;201;0.0%;0.2%;0;202;
Les Hôpitaux Universitaires de Genève HUG;H.5 Carcinome de la prostate; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;H.5.1.F Carcinome de la prostate (DP ou DS);*;*;*;316;*;*;*;341;Calcul sur le périmètre des soins aigus : Nb cas 248
Les Hôpitaux Universitaires de Genève HUG;H.5.2.M Prostatovésiculectomie radicale, mortalité;0.0%;0.2%;0;70;0.0%;0.1%;0;55;
Les Hôpitaux Universitaires de Genève HUG;I Affections orthopédiques et traumatologiques; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;I.1 Remplacement de l'articulation, endoprothèse totale (EPT); ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;I.1.1.M Première implantation d'EPT de hanche (pas en cas de fracture), mortalité;0.3%;0.2%;1.6;333;0.3%;0.2%;1.6;323;
Les Hôpitaux Universitaires de Genève HUG;I.1.2.M Changement d'EPT de hanche et changement de composants, mortalité;0.0%;1.0%;0;43;2.9%;0.8%;3.7;34;
Les Hôpitaux Universitaires de Genève HUG;I.1.3.M Première implantation d'EPT de genou, mortalité;0.0%;0.1%;0;305;0.0%;0.1%;0;263;
Les Hôpitaux Universitaires de Genève HUG;I.1.4.M Changement d'EPT de genou, mortalité;0.0%;0.5%;0;16;0.0%;0.8%;0;24;
Les Hôpitaux Universitaires de Genève HUG;I.1.5.M EPT de hanche ou de genou après chirurgie tumorale, mortalité;*;*;*;0;*;*;*;0;
Les Hôpitaux Universitaires de Genève HUG;I.2 Opérations de la colonne vertébrale; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;I.2.1.F Total des OP de la colonne vertébrale;*;*;*;638;*;*;*;550;Calcul sur le périmètre des soins aigus : Nb cas 549
Les Hôpitaux Universitaires de Genève HUG;I.2.2.M Discectomie (sans accident, tumeur, OP complexe de la colonne vertébrale), mortalité;0.0%;0.0%;0;227;0.0%;0.1%;0;219;
Les Hôpitaux Universitaires de Genève HUG;I.3 Fractures métaphysaires de la hanche; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;I.3.1.M Fractures du col du fémur (âge >19), mortalité;2.0%;4.3%;0.5;245;0.9%;4.4%;0.2;318;Calcul sur le périmètre des soins aigus : Taux observé 0.9 / Nb cas 232
Les Hôpitaux Universitaires de Genève HUG;I.3.2.M Fractures du col du fémur, âge 20-59, mortalité;5.0%;0.4%;13.2;20;0.0%;0.9%;0;34;
Les Hôpitaux Universitaires de Genève HUG;I.3.3.M Fractures du col du fémur, âge 60-69, mortalité;0.0%;1.8%;0;24;0.0%;2.2%;0;22;
Les Hôpitaux Universitaires de Genève HUG;I.3.4.M Fractures du col du fémur, âge 70-79, mortalité;1.7%;2.1%;0.8;59;1.3%;2.5%;0.5;77;
Les Hôpitaux Universitaires de Genève HUG;I.3.5.M Fractures du col du fémur, âge 80-84, mortalité;0.0%;3.5%;0;46;2.2%;4.2%;0.5;45;
Les Hôpitaux Universitaires de Genève HUG;I.3.6.M Fractures du col du fémur, âge 85-89, mortalité;2.0%;5.7%;0.4;49;0.0%;5.1%;0;91;
Les Hôpitaux Universitaires de Genève HUG;I.3.7.M Fractures du col du fémur, âge >89, mortalité;4.3%;9.1%;0.5;47;2.0%;9.7%;0.2;49;
Les Hôpitaux Universitaires de Genève HUG;I.3.8.M Fracture du trochanter (âge >19), mortalité;3.4%;4.3%;0.8;205;3.1%;3.7%;0.8;323;Calcul sur le périmètre des soins aigus : Taux observé 3.1 / Nb cas 261
Les Hôpitaux Universitaires de Genève HUG;J Affections complexes, hétérogènes (indicateur pour peer review); ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;J.1 Respiration artificielle; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;J.1.1.M Cas de respiration artificielle >95 h (à l’exclusion des nouveau­nés), mortalité;24.3%;26.5%;0.9;259;29.9%;27.2%;1.1;294;Calcul sur le périmètre des soins aigus : Taux observé 30.1 / Nb cas 292
Les Hôpitaux Universitaires de Genève HUG;J.2 Etats septiques; ; ; ; ; ; ; ; ;
Les Hôpitaux Universitaires de Genève HUG;J.2.1.M DP états septiques, mortalité;19.0%;17.4%;1.1;379;21.5%;18.4%;1.2;534;Calcul sur le périmètre des soins aigus : Taux observé 20.8 / Nb cas 438
institution;indicator;taux observé 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;taux observé 2010;taux attendu 2010;SMR 2010;nombre de cas 2010;
CHUV Centre Hospitalier Universitaire Vaudois;A Maladies cardiaques; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.1 Infarctus du myocarde; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.1.M DP infarctus du myocarde (âge >19), mortalité;4.6%;6.4%;0.7;607;5.4%;5.9%;0.9;687;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.2.M DP infarctus du myocarde, âge 20-44, mortalité;3.1%;0.5%;5.9;32;0.0%;1.2%;0;27;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.3.M DP infarctus du myocarde, âge 45-64, mortalité;2.1%;2.2%;1;237;0.8%;1.6%;0.5;255;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.4.M DP infarctus du myocarde, âge 65-84, mortalité;4.8%;7.1%;0.7;272;5.2%;6.4%;0.8;324;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.5.M DP infarctus du myocarde, âge >84, mortalité;13.6%;21.8%;0.6;66;22.2%;19.1%;1.2;81;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.6.P DP infarctus du myocarde (âge >19), avec CCG ou OP coronarienne, pourcentage;87.1%;52.2%;*;529;85.2%;54.8%;*;585;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.7.M DP infarctus du myocarde (âge >19), admissions directes pas transféré, mortalité;6.3%;9.7%;0.7;301;10.3%;9.2%;1.1;312;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.8.M DP infarctus du myocarde (âge >19), transféré d’un autre hôpital, mortalité;4.6%;3.4%;1.3;196;1.9%;3.1%;0.6;258;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.9.P Infarctus aigu du myocarde non précisé (âge >19), pourcentage;5.1%;6.5%;*;31;*;*;*;<10;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.10.M Infarctus du myocarde transmural (âge >19), mortalité;5.3%;5.8%;0.9;304;6.3%;6.7%;0.9;349;
CHUV Centre Hospitalier Universitaire Vaudois;A.1.11.M Infarctus non transmural/NSTEMI (âge >19), mortalité;3.0%;4.9%;0.6;270;3.9%;4.3%;0.9;331;
CHUV Centre Hospitalier Universitaire Vaudois;A.2 Insuffisance cardiaque; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.2.1.M DP insuffisance cardiaque (âge >19), mortalité;6.3%;8.0%;0.8;461;6.8%;8.7%;0.8;503;
CHUV Centre Hospitalier Universitaire Vaudois;A.2.2.M DP insuffisance cardiaque, âge 20-44, mortalité;0.0%;0.5%;0;11;*;*;*;<10;
CHUV Centre Hospitalier Universitaire Vaudois;A.2.3.M DP insuffisance cardiaque, âge 45-64, mortalité;9.9%;3.3%;3;71;5.0%;3.6%;1.4;80;
CHUV Centre Hospitalier Universitaire Vaudois;A.2.4.M DP insuffisance cardiaque, âge 65-84, mortalité;6.1%;7.3%;0.8;244;4.8%;7.5%;0.6;249;
CHUV Centre Hospitalier Universitaire Vaudois;A.2.5.M DP insuffisance cardiaque, âge >84, mortalité;5.2%;12.5%;0.4;135;10.1%;13.0%;0.8;168;
CHUV Centre Hospitalier Universitaire Vaudois;A.3 Cathétérisme cardiaque gauche (CCG); ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.3.1.F Total des cas avec CCG avec diagnostic et intervention sur les artères coronaires;*;*;*;1'564;*;*;*;1'560;
CHUV Centre Hospitalier Universitaire Vaudois;A.3.2.M Cas avec CCG en cas d'infarctus du myocarde (âge >19), sans OP du cœur, mortalité;2.6%;2.9%;0.9;500;2.2%;3.2%;0.7;555;
CHUV Centre Hospitalier Universitaire Vaudois;A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (âge >19), mortalité;11.5%;9.5%;1.2;87;14.8%;11.5%;1.3;108;
CHUV Centre Hospitalier Universitaire Vaudois;A.3.4.M Cas avec CCG sans infarctus du myocarde sans diagnostic de complications (âge >19), mortalité;0.4%;0.6%;0.7;809;0.8%;0.4%;1.8;766;
CHUV Centre Hospitalier Universitaire Vaudois;A.3.5.P Cathétérisme thérapeutique sans infarctus du myocarde ou diagnostic de complications (âge >19), pourcentage;30.5%;37.7%;*;247;29.8%;38.1%;*;228;
CHUV Centre Hospitalier Universitaire Vaudois;A.3.6.F Cas avec CCG chez l'enfant et l'adolescent (âge <20);*;*;*;57;*;*;*;37;
CHUV Centre Hospitalier Universitaire Vaudois;A.4 Troubles du rythme cardiaque; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.4.1.F DP troubles du rythme cardiaque;*;*;*;487;*;*;*;536;
CHUV Centre Hospitalier Universitaire Vaudois;A.5 Traitement par pacemaker ou défibrillateur implantable; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.5.1.F Traitement par pacemaker (implantation et changement, défibrillateur inclus);*;*;*;231;*;*;*;229;
CHUV Centre Hospitalier Universitaire Vaudois;A.5.2.F Implantation et changement de défibrillateur;*;*;*;69;*;*;*;90;
CHUV Centre Hospitalier Universitaire Vaudois;A.6 Traitement par ablation; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.6.1.F Ablation par cathéter;*;*;*;183;*;*;*;174;
CHUV Centre Hospitalier Universitaire Vaudois;A.6.2.F Ablation chirurgicale;*;*;*;36;*;*;*;34;
CHUV Centre Hospitalier Universitaire Vaudois;A.7 Opérations du cœur; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.1.F Total des OP du cœur;*;*;*;566;*;*;*;558;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.2.F OP des valves cardiaques;*;*;*;290;*;*;*;248;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.3.F OP des vaisseaux coronaires;*;*;*;200;*;*;*;215;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.4.F Autres OP du cœur;*;*;*;208;*;*;*;203;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.5.F OP combinée du cœur;*;*;*;119;*;*;*;101;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.6.F OP du cœur chez l'enfant et l'adolescent (âge <20);*;*;*;80;*;*;*;70;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.7.M Remplacement isolé de valve aortique à cœur ouvert sans autre OP du cœur, mortalité;4.7%;2.6%;1.8;128;3.2%;2.8%;1.2;125;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.11.M OP des vaisseaux coronaires uniquement, en cas d'infarctus du myocarde (âge >19), mortalité;9.5%;6.0%;1.6;21;0.0%;3.8%;0;29;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.12.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (âge >19), mortalité;2.7%;1.8%;1.5;110;2.3%;1.3%;1.7;131;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.13.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 20-49, mortalité;*;*;*;<10;*;*;*;<10;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.14.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 50-59, mortalité;0.0%;0.5%;0;17;0.0%;1.6%;0;24;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.15.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 60-69, mortalité;6.1%;1.8%;3.3;33;2.0%;1.1%;1.9;49;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.16.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 70-79, mortalité;2.4%;2.6%;0.9;42;2.4%;0.8%;3.1;41;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.17.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge >79, mortalité;*;*;*;<10;*;*;*;<10;
CHUV Centre Hospitalier Universitaire Vaudois;A.7.18.P Cas de respiration artificielle >95 h en cas d'OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (âge >19), pourcentage;12.7%;3.0%;*;14;9.2%;3.2%;*;12;
CHUV Centre Hospitalier Universitaire Vaudois;B.1 Accident vasculaire cérébral (attaque cérébrale); ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.1.M DP d’accident vasculaire cérébral, toutes les formes (âge >19), mortalité;14.0%;11.4%;1.2;558;11.3%;10.4%;1.1;609;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.2.M DP d’accident vasculaire cérébral, toutes les formes, âge 20-44, mortalité;2.4%;4.0%;0.6;41;4.2%;4.0%;1;48;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.3.M DP d’accident vasculaire cérébral, toutes les formes, âge 45-64, mortalité;13.9%;6.4%;2.2;151;8.2%;6.1%;1.4;182;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.4.M DP d’accident vasculaire cérébral, toutes les formes, âge 65-84, mortalité;12.2%;11.5%;1.1;278;10.2%;10.3%;1;285;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.5.M DP d’accident vasculaire cérébral, toutes les formes, âge >84, mortalité;25.0%;23.5%;1.1;88;24.5%;22.2%;1.1;94;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.6.P DP d'accident vasculaire cérébral (âge >19) avec traitement en unité cérébro­vasculaire, pourcentage;36.0%;7.9%;*;201;38.4%;10.4%;*;234;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.7.M Infarctus cérébral (CIM­10 I63, âge >19), mortalité;8.7%;7.9%;1.1;413;7.7%;7.1%;1.1;453;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.8.M Infarctus cérébral (CIM­10 I63, âge >19), admissions directes, mortalité;8.1%;7.8%;1;358;8.4%;7.7%;1.1;356;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.9.P Infarctus cérébral (CIM­10 I63, âge >19) avec thrombolyse systémique, pourcentage;14.0%;7.6%;*;58;14.3%;9.5%;*;65;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.9.M Infarctus cérébral (CIM­10 I63, âge >19) avec thrombolyse systémique, mortalité;8.6%;10.4%;0.8;58;12.3%;11.5%;1.1;65;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.10.M Hémorragie intracérébrale (CIM­10 I61, âge >19), mortalité;35.2%;27.5%;1.3;88;20.4%;24.0%;0.9;93;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.11.M Hémorragie sous­arachnoïdienne (CIM­10 I60, âge >19), mortalité;20.4%;11.4%;1.8;54;25.0%;13.1%;1.9;60;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.12.P Accident vasculaire cérébral, sans précision (CIM­10 I64, âge >19), pourcentage;*;*;*;<10;*;*;*;<10;
CHUV Centre Hospitalier Universitaire Vaudois;B.1.12.M Accident vasculaire cérébral, sans précision (CIM­10 I64, âge >19), mortalité;*;*;*;<10;*;*;*;<10;
CHUV Centre Hospitalier Universitaire Vaudois;B.2 Accident ischémique transitoire (AIT); ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;B.2.1.M AIT, mortalité;0.0%;0.1%;0;108;0.0%;0.2%;0;110;
CHUV Centre Hospitalier Universitaire Vaudois;B.2.2.P AIT avec traitement en unité cérébro­vasculaire, pourcentage;0.0%;0.5%;*;0;*;*;*;<10;
CHUV Centre Hospitalier Universitaire Vaudois;C Rééducation gériatrique précoce; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;C.1 Rééducation gériatrique précoce; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;C.1.1.F Rééducation gériatrique précoce;*;*;*;0;*;*;*;0;
CHUV Centre Hospitalier Universitaire Vaudois;D Maladies pulmonaires; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;D.1 Pneumonie; ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.1.M DP de pneumonie, mortalité;2.9%;5.4%;0.5;731;4.2%;5.0%;0.8;625;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.2.M DP de pneumonie, âge <20, mortalité;0.7%;0.5%;1.6;136;0.7%;0.2%;3.7;135;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.3.M DP de pneumonie, âge 20-44, mortalité;0.0%;0.7%;0;66;0.0%;0.4%;0;44;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.4.M DP de pneumonie, âge 45-64, mortalité;1.7%;3.4%;0.5;116;3.2%;2.4%;1.3;94;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.5.M DP de pneumonie, âge 65-84, mortalité;2.4%;6.8%;0.3;297;4.2%;6.1%;0.7;214;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.6.M DP de pneumonie, âge >84, mortalité;9.5%;11.9%;0.8;116;9.4%;11.0%;0.9;138;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.7.M DP de pneumonie, âge 1-19, sans tumeur ni mucoviscidose, admissions directes, mortalité;0.0%;0.4%;0;103;0.9%;0.2%;3.7;110;
CHUV Centre Hospitalier Universitaire Vaudois;D.1.8.M DP de pneumonie, âge >19, sans tumeur ni mucoviscidose, admissions directes, mortalité;2.8%;5.2%;0.5;501;4.8%;5.1%;0.9;377;
CHUV Centre Hospitalier Universitaire Vaudois;D.2 Broncho-pneumopathie chronique obstructive (BPCO); ; ; ; ; ; ; ; ;
CHUV Centre Hospitalier Universitaire Vaudois;D.2.1.M BPCO (âge >19), mortalité;1.2%;3.8%;0.3;161;2.3%;2.9%;0.8;173;
CHUV Centre Hospitalier Universitaire Vaudois;D.2.2.M BPCO (âge >19), avec VEF1 <35 %, mortalité;0.0%;5.5%;0;20;5.0%;3.5%;1.4;40;
CHUV Centre Hospitalier Universitaire Vaudois;D.2.3.M BPCO (âge >19), avec VEF1 35-49 %, mortalité;0.0%;2.6%;0;20;0.0%;1.5%;0;30;
CHUV Centre Hospitalier Universitaire Vaudois;D.2.4.M BPCO (âge >19), avec VEF1 50-69 %, mortalité;0.0%;1.7%;0;16;0.0%;0.9%;0;24;
