institution;indicator;taux observé 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observé 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;
HUG ­ Soins aigus;I.1.4.M Changement d'EPT de genou, mortalité;0.0%;0.3%;0.0;14;0.0%;0.5%;0.0;16;
HUG ­ Soins aigus;I.1.5.M EPT de hanche ou de genou après chirurgie tumorale, mortalité;*;*;*;0;*;*;*;0;
HUG ­ Soins aigus;I.2 Opérations de la colonne vertébrale; ; ; ; ; ; ; ; ;
HUG ­ Soins aigus;I.2.1.F Total des OP de la colonne vertébrale;*;*;*;648;*;*;*;638;
HUG ­ Soins aigus;I.2.2.M Discectomie (sans accident, tumeur, OP complexe de la colonne vertébrale), mortalité;0.0%;0.0%;0.0;254;0.0%;0.0%;0.0;227;
HUG ­ Soins aigus;I.3 Fractures métaphysaires de la hanche; ; ; ; ; ; ; ; ;
HUG ­ Soins aigus;I.3.1.M Fractures du col du fémur (âge >19), mortalité;4.0%;4.8%;0.8;202;2.0%;4.3%;0.5;245;
HUG ­ Soins aigus;I.3.2.M Fractures du col du fémur, âge 20-59, mortalité;0.0%;0.0%;*;12;5.0%;0.4%;13.2;20;
HUG ­ Soins aigus;I.3.3.M Fractures du col du fémur, âge 60-69, mortalité;0.0%;1.6%;0.0;27;0.0%;1.8%;0.0;24;
HUG ­ Soins aigus;I.3.4.M Fractures du col du fémur, âge 70-79, mortalité;2.6%;2.6%;1.0;39;1.7%;2.1%;0.8;59;
HUG ­ Soins aigus;I.3.5.M Fractures du col du fémur, âge 80-84, mortalité;2.4%;3.9%;0.6;41;0.0%;3.5%;0.0;46;
HUG ­ Soins aigus;I.3.6.M Fractures du col du fémur, âge 85-89, mortalité;2.6%;5.9%;0.4;39;2.0%;5.7%;0.4;49;
HUG ­ Soins aigus;I.3.7.M Fractures du col du fémur, âge >89, mortalité;11.4%;10.0%;1.1;44;4.3%;9.1%;0.5;47;
HUG ­ Soins aigus;I.3.8.M Fracture du trochanter (âge >19), mortalité;3.2%;4.3%;0.7;248;3.4%;4.3%;0.8;205;
HUG ­ Soins aigus;J Affections complexes, hétérogènes (indicateur pour peer review); ; ; ; ; ; ; ; ;
HUG ­ Soins aigus;J.1 Respiration artificielle; ; ; ; ; ; ; ; ;
HUG ­ Soins aigus;J.1.1.M Cas de respiration artificielle >95 h (à l’exclusion des nouveau­nés), mortalité;26.3%;28.7%;0.9;175;24.3%;26.5%;0.9;259;
HUG ­ Soins aigus;J.2 Etats septiques; ; ; ; ; ; ; ; ;
HUG ­ Soins aigus;J.2.1.M DP états septiques, mortalité;21.0%;17.2%;1.2;286;19.0%;17.4%;1.1;379;
Institution;Indikator;beobachtete Rate 2008;erwartete Rate 2008;SMR 2008;Fallzahl 2008;beobachtete Rate 2009;erwartete Rate 2009;SMR 2009;Fallzahl 2009;
Inselspital Bern;A Erkrankungen des Herzens; ; ; ; ; ; ; ; ;
Inselspital Bern;A.1 Herzinfarkt; ; ; ; ; ; ; ; ;
Inselspital Bern;A.1.1.M HD Herzinfarkt (Alter >19), Mortalität;4.1%;5.6%;0.7;1'049;4.3%;5.1%;0.8;1'000;
Inselspital Bern;A.1.2.M HD Herzinfarkt, Alter 20-44, Mortalität;1.5%;1.1%;1.4;68;0.0%;0.9%;0.0;53;
Inselspital Bern;A.1.3.M HD Herzinfarkt, Alter 45-64, Mortalität;2.7%;2.5%;1.1;440;3.2%;2.2%;1.5;443;
Inselspital Bern;A.1.4.M HD Herzinfarkt, Alter 65-84, Mortalität;5.1%;7.6%;0.7;493;5.3%;6.7%;0.8;454;
Inselspital Bern;A.1.5.M HD Herzinfarkt, Alter >84, Mortalität;10.4%;21.1%;0.5;48;10.0%;21.3%;0.5;50;
Inselspital Bern;A.1.6.P Anteil HD Herzinfarkt (Alter >19) mit LHK oder OP an Koronargefässen;95.5%;51.5%;*;1'002;96.3%;52.2%;*;963;
Inselspital Bern;A.1.7.M HD Herzinfarkt (Alter >19), Direktaufnahmen nicht weiter verlegt, Mortalität;10.0%;8.9%;1.1;211;10.5%;7.7%;1.4;219;
Inselspital Bern;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalität;2.9%;3.7%;0.8;758;2.9%;3.1%;0.9;691;
Inselspital Bern;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);1.0%;7.1%;*;11;1.2%;6.5%;*;12;
Inselspital Bern;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalität;5.8%;5.9%;1.0;565;5.7%;5.5%;1.0;545;
Inselspital Bern;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19), Mortalität;1.3%;3.7%;0.3;473;1.8%;3.4%;0.5;438;
Inselspital Bern;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; ;
Inselspital Bern;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalität;3.9%;6.8%;0.6;285;8.2%;6.4%;1.3;195;
Inselspital Bern;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalität;18.2%;4.8%;3.8;11;*;*;*;<10;
Inselspital Bern;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalität;1.4%;3.6%;0.4;73;6.7%;2.9%;2.3;60;
Inselspital Bern;A.2.4.M HD Herzinsuffizienz, Alter 65-84, Mortalität;1.7%;7.4%;0.2;173;6.0%;6.7%;0.9;100;
Inselspital Bern;A.2.5.M HD Herzinsuffizienz, Alter >84, Mortalität;17.9%;12.3%;1.5;28;16.1%;12.2%;1.3;31;
Inselspital Bern;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; ;
Inselspital Bern;A.3.1.F Fälle mit LHK mit Koronardiagnostik/­intervention insgesamt;*;*;*;4'579;*;*;*;4'161;
Inselspital Bern;A.3.2.M Fälle mit LHK bei Herzinfarkt (Alter >19), ohne OP am Herzen, Mortalität;3.2%;3.6%;0.9;883;2.9%;2.8%;1.0;859;
Inselspital Bern;A.3.3.M Fälle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalität;9.5%;7.6%;1.3;105;7.7%;11.5%;0.7;104;
Inselspital Bern;A.3.4.M Fälle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19), Mortalität;0.3%;0.5%;0.5;3'137;0.4%;0.5%;0.7;2'669;
Inselspital Bern;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);37.2%;38.2%;*;1'167;41.8%;37.7%;*;1'116;
Inselspital Bern;A.3.6.F Fälle mit LHK bei Kindern und Jugendlichen (Alter <20);*;*;*;22;*;*;*;26;
Inselspital Bern;A.4 Herzrhythmusstörungen; ; ; ; ; ; ; ; ;
Inselspital Bern;A.4.1.F HD Herzrhythmusstörungen;*;*;*;500;*;*;*;470;
Inselspital Bern;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; ;
Inselspital Bern;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);*;*;*;234;*;*;*;261;
Inselspital Bern;A.5.2.F Implantation oder Wechsel eines Defibrillators;*;*;*;73;*;*;*;98;
Inselspital Bern;A.6 Ablative Therapie; ; ; ; ; ; ; ; ;
Inselspital Bern;A.6.1.F Kathetergestützte ablative Therapie;*;*;*;278;*;*;*;261;
Inselspital Bern;A.6.2.F Chirurgisch ablative Therapie;*;*;*;41;*;*;*;42;
Inselspital Bern;A.7 Operationen am Herzen; ; ; ; ; ; ; ; ;
Inselspital Bern;A.7.1.F OP am Herzen insgesamt;*;*;*;1'337;*;*;*;1'325;
Inselspital Bern;A.7.2.F OP an Herzklappen;*;*;*;601;*;*;*;632;
Inselspital Bern;A.7.3.F OP an Koronargefässen;*;*;*;640;*;*;*;523;
Inselspital Bern;A.7.4.F Andere OP am Herzen;*;*;*;446;*;*;*;507;
Inselspital Bern;A.7.5.F Kombinierte OP am Herzen;*;*;*;314;*;*;*;306;
Inselspital Bern;A.7.6.F OP am Herzen bei Kindern und Jugendlichen  (Alter <20);*;*;*;58;*;*;*;55;
Inselspital Bern;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen, Mortalität;3.4%;3.0%;1.2;263;2.1%;3.1%;0.7;337;
Inselspital Bern;A.7.11.M OP nur an Koronargefässen bei Herzinfarkt (Alter >19), Mortalität;2.1%;3.1%;0.7;95;3.1%;5.0%;0.6;65;
Inselspital Bern;A.7.12.M OP nur an Koronargefässen ohne Herzinfarkt (Alter >19), Mortalität;0.3%;1.4%;0.2;306;1.2%;1.8%;0.7;248;
Inselspital Bern;A.7.13.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 20-49, Mortalität;0.0%;0.0%;*;21;0.0%;0.0%;*;14;
Inselspital Bern;A.7.14.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 50-59, Mortalität;0.0%;0.6%;0.0;47;2.3%;0.7%;3.6;43;
Inselspital Bern;A.7.15.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 60-69, Mortalität;0.0%;1.0%;0.0;115;2.5%;1.6%;1.5;81;
Inselspital Bern;A.7.16.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 70-79, Mortalität;1.0%;2.1%;0.5;103;0.0%;2.6%;0.0;93;
Inselspital Bern;A.7.17.M OP nur an Koronargefässen ohne Herzinfarkt, Alter >79, Mortalität;0.0%;4.1%;0.0;20;0.0%;2.7%;0.0;17;
Inselspital Bern;A.7.18.P Anteil Beatmungsfälle >95 h bei OP nur an Koronargefässen ohne Herzinfarkt (Alter >19);*;*;*;<10;*;*;*;<10;
Inselspital Bern;B.1 Schlaganfall; ; ; ; ; ; ; ; ;
Inselspital Bern;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalität;12.5%;9.5%;1.3;511;13.6%;9.7%;1.4;734;
Inselspital Bern;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalität;12.1%;5.1%;2.3;58;7.2%;3.6%;2.0;69;
Inselspital Bern;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalität;7.5%;6.1%;1.2;186;13.9%;6.6%;2.1;251;
Inselspital Bern;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalität;13.8%;11.6%;1.2;240;13.5%;11.1%;1.2;364;
Inselspital Bern;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalität;37.0%;22.4%;1.7;27;22.0%;23.0%;1.0;50;
Inselspital Bern;B.1.6.P Anteil Schlaganfälle mit Stroke Unit Behandlung (Alter >19);...;...;*;...;13.9%;7.9%;*;102;
Inselspital Bern;B.1.7.M Hirninfarkt (ICD­10 I63, Alter >19), Mortalität;5.6%;6.0%;0.9;284;9.2%;6.3%;1.5;413;"In dieser Krankheitsgruppe besteht eine Selektion der Patienten zu ""Ungunsten"" des Inselspitals. Wir erhalten praktisch aus der ganzen Schweiz Patienten mit Verschlüssen der hirnversorgenden Arterien zugewiesen, bei denen die sogenannt intravenöse Thrombolyse nicht erfolgreich war. Bei diesen Patienten führen wir eine spezialisierte Behandlung (intraarterielle Lyse) durch. Das Inselspital ist hier international führend. Patienten mit derart schweren Erkrankungen haben eine deutlich erhöhte Mortalität. Zudem bietet das Inselspital, im Gegensatz zu anderen universitären Zentren, interdisziplinäre Palliativmedizin an. Moribunde Patienten werden deshalb in der Regel nicht weiterverlegt und versterben im Inselspital."
Inselspital Bern;B.1.8.M Hirninfarkt (ICD­10 I63, Alter >19), Direktaufnahmen, Mortalität;6.1%;6.3%;1.0;213;8.9%;6.1%;1.5;292;"In dieser Krankheitsgruppe besteht eine Selektion der Patienten zu ""Ungunsten"" des Inselspitals. Wir erhalten praktisch aus der ganzen Schweiz Patienten mit Verschlüssen der hirnversorgenden Arterien zugewiesen, die einer spezialisierten Behandlung benötigen. Das Inselspital ist hier international führend. Patienten mit derart schweren Erkrankungen haben eine deutlich erhöhte Mortalität. Zudem bietet das Inselspital, im Gegensatz zu anderen universitären Zentren, interdisziplinäre Palliativmedizin an. Moribunde Patienten werden deshalb in der Regel nicht weiterverlegt und versterben im Inselspital."
Inselspital Bern;B.1.9.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse;31.3%;7.8%;*;89;27.1%;7.6%;*;112;
Inselspital Bern;B.1.9.M Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse, Mortalität;5.6%;8.6%;0.7;89;15.2%;10.6%;1.4;112;"In dieser Krankheitsgruppe besteht eine Selektion der Patienten zu ""Ungunsten"" des Inselspitals. Wir erhalten praktisch aus der ganzen Schweiz Patienten mit Verschlüssen der hirnversorgenden Arterien zugewiesen, bei denen die sogenannt intravenöse Thrombolyse nicht erfolgreich war. Bei diesen Patienten führen wir eine spezialisierte Behandlung (intraarterielle Lyse) durch. Das Inselspital ist hier international führend. Patienten mit derart schweren Erkrankungen haben eine deutlich erhöhte Mortalität. Zudem bietet das Inselspital, im Gegensatz zu anderen universitären Zentren, interdisziplinäre Palliativmedizin an. Moribunde Patienten deshalb werden in der Regel nicht weiterverlegt und versterben im Inselspital."
Inselspital Bern;B.1.10.M Intrazerebrale Blutung (ICD­10 I61, Alter >19), Mortalität;31.3%;25.2%;1.2;99;22.7%;22.5%;1.0;163;
Inselspital Bern;B.1.11.M Subarachnoidalblutung (ICD­10 I60, Alter >19), Mortalität;18.3%;12.8%;1.4;93;23.4%;14.0%;1.7;94;
Inselspital Bern;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD­10 I64, Alter >19);6.8%;15.7%;*;35;8.7%;13.8%;*;64;Hier handelt es sich um Fälle, bei denen die Unterscheidung zwischen Blutung oder Versschluss nicht dokumentiert ist. Dies ist ein wichtiger diagnostischer Parameter beim Schlaganfall. Das Ziel einer Reduktion dieser Gruppe auf unter 5% haben wir im Jahr 2010 erreicht.
Inselspital Bern;B.1.12.M Schlaganfall n.n.bez. (ICD­10 I64, Alter >19), Mortalität;0.0%;5.8%;0.0;35;4.7%;8.2%;0.6;64;
Inselspital Bern;B.2 Transitorisch ischämische Attacke (TIA); ; ; ; ; ; ; ; ;
Inselspital Bern;B.2.1.M TIA, Mortalität;0.0%;0.1%;0.0;84;0.0%;0.1%;0.0;160;
Inselspital Bern;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;...;...;*;...;6.2%;0.5%;*;10;
Inselspital Bern;C Geriatrische Frührehablitation; ; ; ; ; ; ; ; ;
Inselspital Bern;C.1 Geriatrische Frührehabilitation; ; ; ; ; ; ; ; ;
Inselspital Bern;C.1.1.F Geriatrische Frührehabilitation;*;*;*;...;*;*;*;<10;
Inselspital Bern;D Erkrankungen der Lunge; ; ; ; ; ; ; ; ;
Inselspital Bern;D.1 Lungenentzündung (Pneumonie); ; ; ; ; ; ; ; ;
Inselspital Bern;D.1.1.M HD Pneumonie, Mortalität;5.0%;2.7%;1.9;321;4.6%;3.0%;1.5;350;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Bei Kindern ist beispielsweise das Kinderspital involviert. Deshalb ist die Aussagekraft dieser Auswertung begrenzt. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.1.2.M HD Pneumonie, Alter <20, Mortalität;0.0%;0.2%;0.0;156;0.7%;0.3%;2.1;150;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Bei Kindern ist beispielsweise das Kinderspital involviert. Deshalb ist die Aussagekraft dieser Auswertung begrenzt. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.1.3.M HD Pneumonie, Alter 20-44, Mortalität;10.0%;1.2%;8.1;30;4.0%;0.7%;5.3;25;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.1.4.M HD Pneumonie, Alter 45-64, Mortalität;8.5%;4.1%;2.1;59;3.9%;3.5%;1.1;77;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.1.5.M HD Pneumonie, Alter 65-84, Mortalität;11.4%;7.0%;1.6;70;11.4%;6.6%;1.7;88;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.1.6.M HD Pneumonie, Alter >84, Mortalität;*;*;*;<10;10.0%;12.0%;0.8;10;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.1.7.M HD Pneumonie, Alter 1-19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;0.0%;0.2%;0.0;115;0.8%;0.3%;2.5;124;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Bei Kindern ist beispielsweise das Kinderspital involviert. Deshalb ist die Aussagekraft dieser Auswertung begrenzt. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.1.8.M HD Pneumonie, Alter >19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;4.5%;3.1%;1.4;112;3.0%;3.1%;1.0;135;Aufgrund der Komplexität der Abläufe im Inselspital sind die an der Betreuung von Pneumonie-Patienten beteiligten Fachabteilungen nicht immer offensichtlich. Deshalb ist die Aussagekraft dieser Auswertung begrenzt. Die Gleichsetzung von Mortalität mit Qualität ist zudem eine starke Vereinfachung und unseres Erachtens so nicht zulässig. Teilweise werden Patienten in Absprache mit den Angehörigen im Sterbeprozess begleitet.
Inselspital Bern;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; ;
Inselspital Bern;D.2.1.M COPD (Alter >19), Mortalität;4.5%;3.3%;1.4;66;1.0%;3.0%;0.3;96;
Inselspital Bern;D.2.2.M COPD (Alter >19) mit FEV1 <35%, Mortalität;...;...;...;...;4.5%;7.8%;0.6;22;
Inselspital Bern;D.2.3.M COPD (Alter >19) mit FEV1 35-49%, Mortalität;...;...;...;...;0.0%;1.6%;0.0;21;
Inselspital Bern;D.2.4.M COPD (Alter >19) mit FEV1 50-69%, Mortalität;...;...;...;...;0.0%;0.7%;0.0;16;
Inselspital Bern;D.2.5.M COPD (Alter >19) mit FEV1 >69%, Mortalität;...;...;...;...;*;*;*;<10;
Inselspital Bern;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;...;...;*;...;33.3%;33.5%;*;32;
Inselspital Bern;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez., Mortalität;...;...;...;...;0.0%;3.7%;0.0;32;
Inselspital Bern;D.3 Lungenkrebs; ; ; ; ; ; ; ; ;
Inselspital Bern;D.3.1.F Stationäre Behandlungen bei Lungenkrebs;*;*;*;393;*;*;*;499;
Inselspital Bern;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; ;
Inselspital Bern;D.4.1.M Grössere Resektionen von Lunge oder Bronchien insgesamt, Mortalität;2.4%;2.9%;0.8;168;2.6%;3.0%;0.9;195;
Inselspital Bern;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;*;*;*;<10;*;*;*;<10;
Inselspital Bern;D.4.2.M Pneumonektomie bei Bronchialkarzinom, Mortalität;*;*;*;<10;*;*;*;<10;
Inselspital Bern;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom, Mortalität;1.8%;3.0%;0.6;56;1.3%;2.3%;0.6;77;
Inselspital Bern;E Operationen an Bauchorganen und Schilddrüse (Viszeralchirurgie); ; ; ; ; ; ; ; ;
Inselspital Bern;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; ;
Inselspital Bern;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Mortalität;0.9%;0.2%;4.5;106;0.0%;0.2%;0.0;87;
Inselspital Bern;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor;84.9%;92.0%;*;90;88.5%;93.1%;*;77;
Inselspital Bern;E.2 Hernienoperationen; ; ; ; ; ; ; ; ;
Inselspital Bern;E.2.1.M Herniotomie ohne OP am Darm, Mortalität;0.0%;0.1%;0.0;190;0.4%;0.1%;6.7;227;
Inselspital Bern;E.2.2.M Herniotomie mit OP am Darm, Mortalität;*;*;*;<10;13.3%;8.4%;1.6;15;
Inselspital Bern;E.3 Eingriffe an der Schilddrüse; ; ; ; ; ; ; ; ;
Inselspital Bern;E.3.1.F Resektion der Schilddrüse;*;*;*;107;*;*;*;127;
Inselspital Bern;E.3.2.P Anteil Beatmungsfälle >95 h bei Resektion der Schilddrüse;0.0%;0.2%;*;0;0.0%;0.3%;*;0;
Inselspital Bern;E.3.3.F Radiojodtherapie;*;*;*;...;*;*;*;181;
Inselspital Bern;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; ;
Inselspital Bern;E.4.1.M Kolorektale Resektionen insgesamt, Mortalität;6.6%;3.8%;1.8;211;8.6%;4.6%;1.9;187;
Inselspital Bern;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose, Mortalität;3.2%;3.6%;0.9;31;4.5%;3.6%;1.3;22;
Inselspital Bern;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose, Mortalität;*;*;*;<10;*;*;*;<10;
Inselspital Bern;E.4.4.M Rektumresektionen bei kolorektalem Karzinom, Mortalität;8.3%;2.1%;4.0;24;0.0%;2.2%;0.0;26;
Inselspital Bern;E.4.5.M Kolorektale Resektionen, bei Divertikel ohne Abszess/Perforation, Mortalität;0.0%;0.1%;0.0;10;0.0%;0.8%;0.0;12;
Inselspital Bern;E.4.6.M Kolorektale Resektionen, bei Divertikel mit Abszess/Perforation, Mortalität;0.0%;5.2%;0.0;11;38.5%;9.9%;3.9;13;
Inselspital Bern;E.4.7.M Kolorektale Resektionen bei Darmischämie, Mortalität;*;*;*;<10;*;*;*;<10;
Inselspital Bern;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;*;*;*;120;*;*;*;101;
Inselspital Bern;E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom;*;*;*;<10;*;*;*;<10;
Inselspital Bern;E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom;*;*;*;143;*;*;*;153;
Inselspital Bern;E.5 Operationen am Magen; ; ; ; ; ; ; ; ;
Inselspital Bern;E.5.1.F Magenresektionen insgesamt;*;*;*;43;*;*;*;45;
Inselspital Bern;E.5.2.M Magenresektionen (ohne Ösophaguseingriff) bei Magenkarzinom, Mortalität;0.0%;5.2%;0.0;14;0.0%;5.1%;0.0;14;
Inselspital Bern;E.5.3.M Magenresektionen mit komplexem Eingriff am Ösophagus, Mortalität;*;*;*;<10;0.0%;9.7%;0.0;10;
Inselspital Bern;E.6 Operationen am Ösophagus; ; ; ; ; ; ; ; ;
Inselspital Bern;E.6.1.M Komplexe Eingriffe am Ösophagus, Mortalität;0.0%;1.5%;0.0;10;0.0%;7.4%;0.0;15;
Inselspital Bern;E.7 Operationen am Pankreas; ; ; ; ; ; ; ; ;
Inselspital Bern;E.7.1.M Pankreasresektionen insgesamt (ohne Transplantation, Alter >19), Mortalität;3.2%;5.1%;0.6;63;0.0%;5.5%;0.0;62;
Inselspital Bern;F Operationen an Gefässen; ; ; ; ; ; ; ; ;
Inselspital Bern;F.1 Extrakranielle Gefässoperationen; ; ; ; ; ; ; ; ;
Inselspital Bern;F.1.1.M Extrakranielle Gefäss­OP, Mortalität;0.0%;0.2%;0.0;83;1.4%;0.5%;2.9;74;
Inselspital Bern;F.1.2.M Perkutane Stentimplantation in extrakranielle Gefässe, Mortalität;4.5%;3.9%;1.2;44;0.0%;2.2%;0.0;59;
Inselspital Bern;F.1.3.F Weitere extrakranielle Gefäss­OP bei OP an Herz oder Aorta;*;*;*;24;*;*;*;14;
Inselspital Bern;F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma); ; ; ; ; ; ; ; ;
Inselspital Bern;F.2.1.F OP an der Aorta insgesamt;*;*;*;146;*;*;*;155;
Inselspital Bern;F.2.2.M Offene abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;1.1%;3.6%;0.3;89;1.2%;4.1%;0.3;84;
Inselspital Bern;F.2.3.M Endovaskuläre abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;0.0%;2.4%;0.0;12;0.0%;2.3%;0.0;13;
Inselspital Bern;F.2.4.F OP bei thorakalem oder thorakoabdominalem Aneurysma (ohne Aortenklappe);*;*;*;<10;*;*;*;16;
Inselspital Bern;F.2.5.M Aortenaneurysma rupturiert, Mortalität;37.9%;41.4%;0.9;29;18.9%;36.2%;0.5;53;
Inselspital Bern;F.3 Operationen an Becken­/Beinarterien; ; ; ; ; ; ; ; ;
Inselspital Bern;F.3.1.F OP an Becken­/Beinarterien insgesamt;*;*;*;108;*;*;*;118;
Inselspital Bern;F.3.2.M OP an Becken­/Beinarterien bei Claudicatio, Mortalität;...;...;...;...;0.0%;2.4%;0.0;26;
Inselspital Bern;F.3.3.M OP an Becken­/Beinarterien bei Ruheschmerz, Mortalität;...;...;...;...;*;*;*;<10;
